,PPT INCINCHES,STORAGEAF,OUTFLOWCFS,INFLOWCFS
2006-04-02,0.64,2896354.0,17250.0,16766.0
2006-04-03,1.8,2940452.0,21564.0,43496.0
2006-04-04,0.72,2965324.0,31451.0,43947.0
2006-04-05,0.2,2975091.0,30820.0,35685.0
2006-04-06,0.0,2970763.0,31398.0,29175.0
2006-04-07,0.52,2958780.0,31589.0,24825.0
2006-04-08,0.0,2942808.0,31685.0,24472.0
2006-04-09,0.04,2930765.0,27079.0,21034.0
2006-04-10,0.44,2930904.0,20438.0,20622.0
2006-04-11,1.04,2932148.0,20223.0,21620.0
2006-04-12,0.6,2952940.0,19137.0,29067.0
2006-04-13,0.0,2958919.0,22789.0,25339.0
2006-04-14,0.0,2951689.0,25800.0,23004.0
2006-04-15,0.2,2953217.0,25980.0,26317.0
2006-04-16,1.96,2982362.0,25043.0,40397.0
2006-04-17,0.0,2995395.0,25158.0,31303.0
2006-04-18,0.0,2998203.0,25295.0,26563.0
2006-04-19,0.0,3002700.0,23008.0,25519.0
2006-04-20,0.0,3010300.0,20362.0,24272.0
2006-04-21,0.0,3017066.0,20366.0,24010.0
2006-04-22,0.28,3025963.0,20353.0,24742.0
2006-04-23,0.0,3033887.0,20100.0,24265.0
2006-04-24,0.0,3041968.0,20384.0,24361.0
2006-04-25,0.0,3048926.0,19866.0,23572.0
2006-04-26,0.0,3059742.0,18464.0,23899.0
2006-04-27,0.0,3072585.0,17189.0,23751.0
2006-04-28,0.0,3090054.0,17161.0,26187.0
2006-04-29,0.0,3112208.0,16751.0,27986.0
2006-04-30,0.0,3136502.0,16763.0,29050.0
2006-05-01,0.0,3156703.0,17489.0,27807.0
2006-05-02,0.0,3173049.0,17395.0,25748.0
2006-05-03,0.0,3189160.0,15471.0,23580.0
2006-05-04,0.0,3206360.0,13565.0,22400.0
2006-05-05,0.0,3223626.0,12613.0,21481.0
2006-05-06,0.0,3238714.0,13190.0,20764.0
2006-05-07,0.0,3251641.0,13591.0,20200.0
2006-05-08,0.0,3266694.0,12188.0,19889.0
2006-05-09,0.0,3276409.0,14849.0,19983.0
2006-05-10,0.0,3280450.0,17347.0,19483.0
2006-05-11,0.0,3284195.0,17480.0,19454.0
2006-05-12,0.0,3290643.0,16378.0,19934.0
2006-05-13,0.0,3294848.0,16223.0,18620.0
2006-05-14,0.0,3298004.0,16692.0,18307.0
2006-05-15,0.0,3300258.0,15856.0,17396.0
2006-05-16,0.0,3309291.0,15285.0,19669.0
2006-05-17,0.0,3319549.0,14845.0,20070.0
2006-05-18,0.0,3330889.0,14373.0,20258.0
2006-05-19,0.2,3343168.0,12915.0,19358.0
2006-05-20,0.04,3354718.0,13647.0,19477.0
2006-05-21,0.08,3362332.0,13292.0,17186.0
2006-05-22,0.08,3374081.0,12995.0,18953.0
2006-05-23,0.0,3385249.0,10856.0,16622.0
2006-05-24,0.0,3398284.0,8925.0,15522.0
2006-05-25,0.0,3409970.0,8708.0,14701.0
2006-05-26,0.0,3424463.0,5964.0,13425.0
2006-05-27,0.0,3437916.0,6260.0,13006.0
2006-05-28,0.0,3453270.0,4450.0,12459.0
2006-05-29,0.0,3464157.0,5886.0,11365.0
2006-05-30,0.0,3472884.0,6357.0,11056.0
2006-05-31,0.0,3479595.0,7705.0,11153.0
2006-06-01,0.0,3490384.0,5187.0,10861.0
2006-06-02,0.0,3502765.0,4166.0,10416.0
2006-06-03,0.0,3513134.0,4837.0,10289.0
2006-06-04,0.0,3524627.0,4708.0,10505.0
2006-06-05,0.0,3532672.0,6226.0,10279.0
2006-06-06,0.0,3533304.0,9121.0,9767.0
2006-06-07,0.0,3530620.0,10500.0,9293.0
2006-06-08,0.0,3526676.0,10544.0,8795.0
2006-06-09,0.0,3522736.0,9663.0,7681.0
2006-06-10,0.0,3520688.0,8088.0,7229.0
2006-06-11,0.0,3519271.0,7916.0,7417.0
2006-06-12,0.0,3516280.0,8673.0,7298.0
2006-06-13,0.0,3518483.0,6161.0,7325.0
2006-06-14,0.0,3518640.0,5676.0,5917.0
2006-06-15,0.0,3518169.0,7075.0,6894.0
2006-06-16,0.0,3521318.0,4330.0,6175.0
2006-06-17,0.0,3521318.0,4983.0,5224.0
2006-06-18,0.0,3529516.0,2402.0,6684.0
2006-06-19,0.0,3527465.0,6161.0,5385.0
2006-06-20,0.0,3526361.0,5944.0,5565.0
2006-06-21,0.0,3524627.0,5526.0,4764.0
2006-06-22,0.0,3520216.0,7133.0,5178.0
2006-06-23,0.0,3514706.0,8196.0,5669.0
2006-06-24,0.0,3506219.0,8194.0,4217.0
2006-06-25,0.0,3505590.0,4315.0,4194.0
2006-06-26,0.0,3500569.0,8092.0,5761.0
2006-06-27,0.0,3495865.0,7349.0,5107.0
2006-06-28,0.0,3490854.0,6807.0,4461.0
2006-06-29,0.0,3486159.0,5652.0,3473.0
2006-06-30,0.0,3476472.0,8825.0,4093.0
2006-07-01,0.0,3469298.0,7456.0,4085.0
2006-07-02,0.0,3470233.0,3803.0,4390.0
2006-07-03,0.0,3463379.0,6610.0,3448.0
2006-07-04,0.0,3466492.0,1589.0,3276.0
2006-07-05,0.0,3463223.0,4588.0,3164.0
2006-07-06,0.0,3459177.0,4504.0,2636.0
2006-07-07,0.0,3451096.0,6945.0,3119.0
2006-07-08,0.0,3445199.0,5849.0,3131.0
2006-07-09,0.0,3443649.0,4751.0,4138.0
2006-07-10,0.0,3433428.0,7837.0,3014.0
2006-07-11,0.0,3424000.0,6980.0,2430.0
2006-07-12,0.0,3416286.0,6788.0,3020.0
2006-07-13,0.0,3408277.0,7187.0,3429.0
2006-07-14,0.0,3399052.0,6817.0,2301.0
2006-07-15,0.0,3393065.0,5729.0,2946.0
2006-07-16,0.0,3388619.0,5442.0,3417.0
2006-07-17,0.0,3378668.0,6892.0,2234.0
2006-07-18,0.0,3371485.0,7128.0,3711.0
2006-07-19,0.0,3362941.0,6294.0,2321.0
2006-07-20,0.0,3353652.0,7508.0,3040.0
2006-07-21,0.0,3345444.0,7490.0,3618.0
2006-07-22,0.0,3334068.0,7677.0,2085.0
2006-07-23,0.0,3329526.0,5550.0,3629.0
2006-07-24,0.0,3323023.0,6419.0,3504.0
2006-07-25,0.0,3312004.0,8448.0,2990.0
2006-07-26,0.0,3302966.0,7645.0,3518.0
2006-07-27,0.0,3293046.0,7679.0,2823.0
2006-07-28,0.0,3286144.0,7115.0,3780.0
2006-07-29,0.0,3276110.0,7506.0,2725.0
2006-07-30,0.0,3267292.0,6571.0,2202.0
2006-07-31,0.0,3258938.0,6729.0,2672.0
2006-08-01,0.0,3250005.0,7198.0,2938.0
2006-08-02,0.0,3244207.0,5400.0,2698.0
2006-08-03,0.0,3236934.0,6168.0,2603.0
2006-08-04,0.0,3226880.0,7283.0,2402.0
2006-08-05,0.0,3218602.0,6392.0,2381.0
2006-08-06,0.0,3217568.0,3252.0,2958.0
2006-08-07,0.0,3208864.0,7044.0,2794.0
2006-08-08,0.0,3200031.0,7383.0,3032.0
2006-08-09,0.0,3191215.0,8158.0,3906.0
2006-08-10,0.0,3178607.0,8308.0,2092.0
2006-08-11,0.0,3169833.0,7592.0,3381.0
2006-08-12,0.0,3160492.0,7119.0,2696.0
2006-08-13,0.0,3155101.0,5128.0,2570.0
2006-08-14,0.0,3149862.0,6427.0,3945.0
2006-08-15,0.0,3138097.0,7946.0,2092.0
2006-08-16,0.0,3127231.0,7989.0,2735.0
2006-08-17,0.0,3122025.0,5698.0,3196.0
2006-08-18,0.0,3113794.0,7270.0,3414.0
2006-08-19,0.0,3107018.0,6199.0,2946.0
2006-08-20,0.0,3106442.0,3182.0,2968.0
2006-08-21,0.0,3096660.0,6850.0,2095.0
2006-08-22,0.0,3085322.0,7809.0,2293.0
2006-08-23,0.0,3075301.0,7600.0,2734.0
2006-08-24,0.0,3065588.0,6842.0,2171.0
2006-08-25,0.0,3058744.0,5642.0,2444.0
2006-08-26,0.0,3049353.0,6731.0,2063.0
2006-08-27,0.0,3047648.0,4229.0,3498.0
2006-08-28,0.0,3041258.0,6531.0,3467.0
2006-08-29,0.0,3030772.0,7554.0,2532.0
2006-08-30,0.0,3022148.0,7319.0,3068.0
2006-08-31,0.0,3014386.0,7394.0,3726.0
2006-09-01,0.0,3004668.0,6807.0,2100.0
2006-09-02,0.0,3003262.0,3536.0,2943.0
2006-09-03,0.0,3000310.0,4109.0,2816.0
2006-09-04,0.0,2997641.0,4604.0,3355.0
2006-09-05,0.0,2986702.0,6532.0,1160.0
2006-09-06,0.0,2974533.0,8283.0,2457.0
2006-09-07,0.0,2965464.0,7905.0,3537.0
2006-09-08,0.0,2952661.0,7359.0,1015.0
2006-09-09,0.0,2950161.0,4476.0,3343.0
2006-09-10,0.0,2949467.0,2741.0,2512.0
2006-09-11,0.0,2942531.0,5553.0,2197.0
2006-09-12,0.0,2933254.0,7154.0,2544.0
2006-09-13,0.0,2922066.0,7216.0,1814.0
2006-09-14,0.0,2912698.0,7361.0,2729.0
2006-09-15,0.0,2904037.0,6399.0,2191.0
2006-09-16,0.0,2898959.0,4768.0,2334.0
2006-09-17,0.0,2899234.0,1332.0,1560.0
2006-09-18,0.0,2891970.0,6287.0,2774.0
2006-09-19,0.0,2882123.0,7226.0,2378.0
2006-09-20,0.0,2876663.0,5429.0,2825.0
2006-09-21,0.0,2870665.0,4156.0,1294.0
2006-09-22,0.0,2865628.0,5544.0,3236.0
2006-09-23,0.0,2862772.0,3404.0,2232.0
2006-09-24,0.0,2863452.0,1749.0,2323.0
2006-09-25,0.0,2856795.0,4777.0,1538.0
2006-09-26,0.0,2853267.0,4281.0,2737.0
2006-09-27,0.0,2850148.0,3999.0,2608.0
2006-09-28,0.0,2846355.0,4276.0,2457.0
2006-09-29,0.0,2839185.0,3984.0,467.0
2006-09-30,0.0,2832969.0,3727.0,773.0
2006-10-01,0.0,2837158.0,457.0,2600.0
2006-10-02,0.0,2831758.0,4596.0,1942.0
2006-10-03,0.0,2826230.0,5146.0,2422.0
2006-10-04,0.0,2821517.0,4476.0,2105.0
2006-10-05,0.16,2817616.0,4114.0,2264.0
2006-10-06,0.0,2812780.0,3603.0,1156.0
2006-10-07,0.0,2818288.0,507.0,3411.0
2006-10-08,0.0,2822459.0,262.0,2510.0
2006-10-09,0.0,2817213.0,4739.0,2182.0
2006-10-10,0.0,2812108.0,3832.0,1534.0
2006-10-11,0.0,2805267.0,5231.0,1806.0
2006-10-12,0.0,2799508.0,4909.0,2174.0
2006-10-13,0.0,2795094.0,5123.0,2955.0
2006-10-14,0.0,2795896.0,2008.0,2682.0
2006-10-15,0.0,2801516.0,634.0,3323.0
2006-10-16,0.0,2797769.0,3986.0,2270.0
2006-10-17,0.0,2795896.0,4126.0,3172.0
2006-10-18,0.0,2790150.0,5921.0,3144.0
2006-10-19,0.0,2784946.0,5274.0,2742.0
2006-10-20,0.0,2783614.0,3489.0,2860.0
2006-10-21,0.0,2786280.0,1347.0,2884.0
2006-10-22,0.0,2790551.0,558.0,2861.0
2006-10-23,0.0,2783080.0,6359.0,2819.0
2006-10-24,0.0,2774027.0,6721.0,2354.0
2006-10-25,0.0,2769110.0,4747.0,2230.0
2006-10-26,0.0,2765791.0,5280.0,3640.0
2006-10-27,0.0,2762475.0,4229.0,2821.0
2006-10-28,0.0,2765128.0,1525.0,2977.0
2006-10-29,0.0,2770306.0,102.0,2804.0
2006-10-30,0.0,2762873.0,5812.0,2070.0
2006-10-31,0.0,2759691.0,4874.0,3204.0
2006-11-01,0.0,2752014.0,7046.0,3461.0
2006-11-02,1.2,2748710.0,4309.0,2576.0
2006-11-03,0.0,2744616.0,5899.0,3835.0
2006-11-04,0.0,2739867.0,4634.0,2428.0
2006-11-05,0.0,2741977.0,1936.0,3067.0
2006-11-06,0.0,2735519.0,5784.0,2368.0
2006-11-07,0.0,2725130.0,7191.0,1983.0
2006-11-08,0.04,2719094.0,5298.0,2218.0
2006-11-09,0.0,2715683.0,4672.0,3094.0
2006-11-10,0.0,2707699.0,5851.0,1869.0
2006-11-11,0.38,2704954.0,4682.0,3322.0
2006-11-12,0.4,2709007.0,1442.0,3505.0
2006-11-13,0.42,2704565.0,5197.0,3249.0
2006-11-14,0.12,2702345.0,4814.0,3502.0
2006-11-15,0.0,2701170.0,3682.0,3034.0
2006-11-16,0.16,2697386.0,4463.0,2590.0
2006-11-17,0.0,2697256.0,3921.0,3860.0
2006-11-18,0.04,2702868.0,1365.0,4152.0
2006-11-19,0.0,2706394.0,2970.0,4236.0
2006-11-20,0.0,2701300.0,6302.0,4281.0
2006-11-21,0.04,2696083.0,6137.0,3527.0
2006-11-22,0.08,2693998.0,4842.0,3815.0
2006-11-23,0.0,2699996.0,736.0,3930.0
2006-11-24,0.0,2700257.0,3296.0,3335.0
2006-11-25,0.0,2699996.0,3306.0,3341.0
2006-11-26,0.48,2703259.0,2070.0,3584.0
2006-11-27,0.04,2689050.0,9982.0,2965.0
2006-11-28,0.0,2692695.0,1624.0,3476.0
2006-11-29,0.0,2688660.0,5154.0,3092.0
2006-11-30,0.0,2679694.0,6479.0,2111.0
2006-12-01,0.0,2673973.0,7034.0,4099.0
2006-12-02,0.0,2678136.0,763.0,2924.0
2006-12-03,0.0,2682160.0,953.0,3115.0
2006-12-04,0.0,2676178.0,5832.0,2792.0
2006-12-05,0.0,2670992.0,5255.0,2629.0
2006-12-06,0.0,2669178.0,4059.0,3307.0
2006-12-07,0.0,2666329.0,4689.0,3224.0
2006-12-08,0.24,2664648.0,3394.0,2512.0
2006-12-09,2.2,2676450.0,683.0,6536.0
2006-12-10,0.16,2689310.0,-267.0,6459.0
2006-12-11,0.8,2688010.0,5526.0,4936.0
2006-12-12,1.04,2689310.0,7084.0,7759.0
2006-12-13,0.24,2698430.0,4517.0,9174.0
2006-12-14,0.0,2708225.0,4235.0,9108.0
2006-12-15,0.16,2719094.0,4011.0,9494.0
2006-12-16,0.0,2724605.0,3563.0,6445.0
2006-12-17,0.0,2727232.0,2862.0,4125.0
2006-12-18,0.0,2726966.0,5257.0,5147.0
2006-12-19,0.0,2726444.0,4254.0,4003.0
2006-12-20,0.0,2726838.0,3974.0,4285.0
2006-12-21,0.76,2729730.0,3606.0,5064.0
2006-12-22,0.0,2732754.0,3459.0,4785.0
2006-12-23,0.0,2742109.0,298.0,5246.0
2006-12-24,0.0,2744088.0,3427.0,4425.0
2006-12-25,0.0,2751352.0,846.0,3314.0
2006-12-26,0.84,2752278.0,2978.0,4578.0
2006-12-27,0.16,2767118.0,1852.0,9334.0
2006-12-28,0.0,2776954.0,1719.0,6678.0
2006-12-29,0.0,2780282.0,3194.0,4860.0
2006-12-30,0.0,2786280.0,1279.0,4317.0
2006-12-31,0.0,2792688.0,1164.0,4471.0
2007-01-01,0.0,2800578.0,214.0,4278.0
2007-01-02,0.0,2805535.0,2001.0,4481.0
2007-01-03,0.0,2805267.0,3979.0,4076.0
2007-01-04,0.08,2812780.0,3561.0,7214.0
2007-01-05,0.0,2813988.0,4432.0,5070.0
2007-01-06,0.0,2817886.0,2459.0,4318.0
2007-01-07,0.0,2819768.0,2295.0,3418.0
2007-01-08,0.0,2821786.0,2335.0,3309.0
2007-01-09,0.0,2815869.0,6127.0,3160.0
2007-01-10,0.0,2811780.0,6473.0,2429.0
2007-01-11,0.0,2807680.0,2857.0,2802.0
2007-01-12,0.0,2805669.0,3805.0,2845.0
2007-01-13,0.0,2801516.0,4013.0,1981.0
2007-01-14,0.0,2799106.0,4632.0,3417.0
2007-01-15,0.0,2794692.0,3760.0,1614.0
2007-01-16,0.0,2794426.0,2836.0,2701.0
2007-01-17,0.0,2797233.0,1454.0,3021.0
2007-01-18,0.0,2800444.0,1082.0,2696.0
2007-01-19,0.0,2794558.0,4841.0,1932.0
2007-01-20,0.0,2798571.0,1376.0,3440.0
2007-01-21,0.0,2800043.0,2367.0,3222.0
2007-01-22,0.0,2799374.0,2168.0,1842.0
2007-01-23,0.0,2797501.0,3199.0,2292.0
2007-01-24,0.0,2797099.0,2356.0,2171.0
2007-01-25,0.0,2794960.0,2879.0,1909.0
2007-01-26,0.0,2795228.0,1980.0,2278.0
2007-01-27,0.0,2800177.0,1040.0,3358.0
2007-01-28,0.0,2803123.0,1024.0,2454.0
2007-01-29,0.0,2797233.0,4008.0,1135.0
2007-01-30,0.0,2794826.0,3209.0,2104.0
2007-01-31,0.0,2794558.0,1903.0,1667.0
2007-02-01,0.0,2794826.0,1685.0,1976.0
2007-02-02,0.0,2795896.0,1934.0,2417.0
2007-02-03,0.0,2797233.0,1677.0,2509.0
2007-02-04,0.0,2799106.0,1127.0,1963.0
2007-02-05,0.0,2796832.0,2616.0,1635.0
2007-02-06,0.0,2794960.0,2534.0,1485.0
2007-02-07,0.52,2795362.0,3415.0,2782.0
2007-02-08,1.28,2795362.0,3393.0,4337.0
2007-02-09,1.0,2821382.0,1388.0,14455.0
2007-02-10,1.52,2873254.0,1132.0,27215.0
2007-02-11,0.32,2919722.0,1647.0,25143.0
2007-02-12,0.36,2940452.0,2317.0,12799.0
2007-02-13,0.0,2951689.0,2542.0,8318.0
2007-02-14,0.0,2961006.0,2811.0,7400.0
2007-02-15,0.0,2968531.0,2362.0,6309.0
2007-02-16,0.0,2973974.0,2383.0,5026.0
2007-02-17,0.0,2980962.0,1332.0,4801.0
2007-02-18,0.0,2988943.0,367.0,4544.0
2007-02-19,0.0,2993852.0,1491.0,3938.0
2007-02-20,0.0,2996939.0,2549.0,4228.0
2007-02-21,0.0,3001435.0,1740.0,3862.0
2007-02-22,1.2,3007906.0,2164.0,5600.0
2007-02-23,0.04,3012272.0,2322.0,4594.0
2007-02-24,0.68,3019606.0,2016.0,5682.0
2007-02-25,0.08,3028791.0,3545.0,8247.0
2007-02-26,1.0,3026670.0,7531.0,6478.0
2007-02-27,0.8,3021865.0,10602.0,8184.0
2007-02-28,0.04,3009314.0,11246.0,4856.0
2007-03-01,0.0,2997496.0,11580.0,5712.0
2007-03-02,0.0,2984460.0,10307.0,3696.0
2007-03-03,0.0,2975231.0,8765.0,4299.0
2007-03-04,0.0,2975091.0,5464.0,5252.0
2007-03-05,0.0,2968112.0,7141.0,3684.0
2007-03-06,0.0,2960866.0,9161.0,5572.0
2007-03-07,0.0,2967136.0,1585.0,4877.0
2007-03-08,0.0,2972717.0,2618.0,5387.0
2007-03-09,0.0,2977606.0,3067.0,5727.0
2007-03-10,0.0,2983061.0,2621.0,5335.0
2007-03-11,0.0,2988943.0,2214.0,5021.0
2007-03-12,0.0,2987542.0,5680.0,5265.0
2007-03-13,0.0,2992729.0,4697.0,7471.0
2007-03-14,0.0,3000451.0,3165.0,6996.0
2007-03-15,0.0,3005935.0,4573.0,7433.0
2007-03-16,0.0,3014809.0,2478.0,7115.0
2007-03-17,0.0,3024686.0,2025.0,7099.0
2007-03-18,0.0,3036715.0,479.0,6625.0
2007-03-19,0.0,3043955.0,2626.0,6260.0
2007-03-20,0.0,3052481.0,2029.0,6624.0
2007-03-21,0.0,3061880.0,1203.0,5889.0
2007-03-22,0.0,3070728.0,829.0,5350.0
2007-03-23,0.0,3077589.0,1519.0,5140.0
2007-03-24,0.0,3084892.0,673.0,4505.0
2007-03-25,0.0,3093787.0,372.0,4774.0
2007-03-26,0.52,3103132.0,1215.0,6129.0
2007-03-27,0.0,3113650.0,692.0,5873.0
2007-03-28,0.0,3115526.0,4169.0,5178.0
2007-03-29,0.0,3111486.0,6432.0,4631.0
2007-03-30,0.0,3118124.0,1546.0,4853.0
2007-03-31,0.0,3123325.0,1698.0,4488.0
2007-04-01,0.0,3126652.0,2481.0,4241.0
2007-04-02,0.0,3131574.0,1848.0,4280.0
2007-04-03,0.0,3133023.0,3387.0,4199.0
2007-04-04,0.0,3135632.0,2788.0,4208.0
2007-04-05,0.0,3134617.0,4611.0,4124.0
2007-04-06,0.0,3128099.0,6815.0,3668.0
2007-04-07,0.0,3120291.0,7433.0,3586.0
2007-04-08,0.0,3117113.0,5719.0,4313.0
2007-04-09,0.0,3115670.0,4253.0,3599.0
2007-04-10,0.0,3111486.0,4634.0,2557.0
2007-04-11,0.56,3111342.0,4519.0,3942.0
2007-04-12,0.0,3111486.0,3426.0,4195.0
2007-04-13,0.0,3109612.0,3818.0,2881.0
2007-04-14,0.44,3111486.0,2731.0,3701.0
2007-04-15,0.0,3108891.0,3959.0,2723.0
2007-04-16,0.0,3102844.0,5185.0,2252.0
2007-04-17,0.08,3094648.0,6317.0,2301.0
2007-04-18,0.0,3093069.0,5293.0,4481.0
2007-04-19,0.04,3088906.0,4868.0,2832.0
2007-04-20,0.0,3082457.0,4697.0,1563.0
2007-04-21,0.92,3086612.0,2183.0,4355.0
2007-04-22,0.52,3092208.0,1743.0,4587.0
2007-04-23,0.0,3091770.0,3908.0,3737.0
2007-04-24,0.0,3092494.0,3198.0,3702.0
2007-04-25,0.0,3091920.0,3823.0,3554.0
2007-04-26,0.0,3088620.0,5173.0,3627.0
2007-04-27,0.0,3082457.0,5687.0,2615.0
2007-04-28,0.0,3079736.0,4978.0,3733.0
2007-04-29,0.0,3083746.0,2184.0,4397.0
2007-04-30,0.0,3077732.0,6220.0,3243.0
2007-05-01,0.12,3081598.0,1808.0,3865.0
2007-05-02,0.48,3081884.0,4382.0,4686.0
2007-05-03,0.08,3086900.0,2872.0,5452.0
2007-05-04,0.12,3085609.0,4516.0,3848.0
2007-05-05,0.0,3086612.0,3031.0,3604.0
2007-05-06,0.0,3089194.0,2126.0,3482.0
2007-05-07,0.0,3077303.0,8281.0,2570.0
2007-05-08,0.0,3071584.0,6828.0,4024.0
2007-05-09,0.0,3064018.0,6105.0,2434.0
2007-05-10,0.0,3060027.0,5664.0,3809.0
2007-05-11,0.0,3055896.0,4737.0,2785.0
2007-05-12,0.0,3054900.0,3130.0,2674.0
2007-05-13,0.0,3054473.0,2732.0,2762.0
2007-05-14,0.0,3048500.0,4942.0,1996.0
2007-05-15,0.0,3042677.0,5487.0,2689.0
2007-05-16,0.0,3035020.0,5159.0,1571.0
2007-05-17,0.0,3026529.0,6339.0,2100.0
2007-05-18,0.0,3016502.0,7845.0,2895.0
2007-05-19,0.0,3008892.0,5174.0,1305.0
2007-05-20,0.0,3003825.0,4030.0,1644.0
2007-05-21,0.0,2997782.0,4674.0,2165.0
2007-05-22,0.0,2994974.0,4539.0,2964.0
2007-05-23,0.0,2989784.0,3545.0,1176.0
2007-05-24,0.0,2986561.0,3918.0,2479.0
2007-05-25,0.0,2981662.0,4305.0,1997.0
2007-05-26,0.0,2979704.0,3103.0,2181.0
2007-05-27,0.0,2976209.0,3909.0,2350.0
2007-05-28,0.0,2972158.0,3444.0,1604.0
2007-05-29,0.0,2966714.0,4221.0,1563.0
2007-05-30,0.0,2965041.0,2744.0,3168.0
2007-05-31,0.0,2965184.0,3106.0,2096.0
2007-06-01,0.0,2963234.0,2806.0,1934.0
2007-06-02,0.0,2962956.0,1839.0,1847.0
2007-06-03,0.0,2959754.0,3020.0,1820.0
2007-06-04,0.0,2949605.0,6458.0,1047.0
2007-06-05,0.52,2943500.0,4989.0,2122.0
2007-06-06,0.0,2938928.0,4410.0,2174.0
2007-06-07,0.0,2929380.0,5533.0,894.0
2007-06-08,0.0,2920964.0,6424.0,2175.0
2007-06-09,0.0,2910497.0,5911.0,904.0
2007-06-10,0.0,2905823.0,4020.0,1742.0
2007-06-11,0.0,2897999.0,5858.0,2131.0
2007-06-12,0.0,2888959.0,6089.0,1658.0
2007-06-13,0.0,2881576.0,4412.0,907.0
2007-06-14,0.0,2874208.0,5366.0,1695.0
2007-06-15,0.0,2869848.0,4099.0,2105.0
2007-06-16,0.0,2861685.0,4824.0,1072.0
2007-06-17,0.0,2848657.0,7785.0,1229.0
2007-06-18,0.0,2835402.0,7707.0,1185.0
2007-06-19,0.0,2822998.0,7126.0,1112.0
2007-06-20,0.0,2812511.0,7349.0,2165.0
2007-06-21,0.0,2800043.0,6617.0,482.0
2007-06-22,0.0,2788282.0,6947.0,1172.0
2007-06-23,0.0,2773628.0,8319.0,1153.0
2007-06-24,0.0,2757837.0,8895.0,1021.0
2007-06-25,0.0,2742504.0,9032.0,1459.0
2007-06-26,0.0,2727232.0,9234.0,1710.0
2007-06-27,0.0,2706787.0,11439.0,1207.0
2007-06-28,0.0,2685669.0,11860.0,1373.0
2007-06-29,0.0,2664518.0,11845.0,1366.0
2007-06-30,0.0,2643746.0,11845.0,1552.0
2007-07-01,0.0,2626160.0,9993.0,1338.0
2007-07-02,0.0,2608146.0,10773.0,1780.0
2007-07-03,0.0,2590852.0,10623.0,1756.0
2007-07-04,0.0,2577808.0,7697.0,1719.0
2007-07-05,0.0,2571366.0,5384.0,2096.0
2007-07-06,0.0,2558516.0,7855.0,1714.0
2007-07-07,0.0,2539200.0,10702.0,1209.0
2007-07-08,0.0,2519988.0,10688.0,1088.0
2007-07-09,0.0,2498154.0,11833.0,1033.0
2007-07-10,0.0,2478914.0,11733.0,1061.0
2007-07-11,0.0,2457332.0,10693.0,1063.0
2007-07-12,0.0,2443180.0,8326.0,1296.0
2007-07-13,0.0,2429206.0,7996.0,967.0
2007-07-14,0.0,2418836.0,7177.0,2177.0
2007-07-15,0.0,2408941.0,7464.0,2647.0
2007-07-16,0.0,2392832.0,9166.0,1272.0
2007-07-17,0.0,2375960.0,10022.0,1589.0
2007-07-18,0.36,2361430.0,9483.0,2389.0
2007-07-19,0.0,2348145.0,10161.0,3235.0
2007-07-20,0.0,2336917.0,7193.0,1899.0
2007-07-21,0.0,2329138.0,6210.0,2549.0
2007-07-22,0.0,2319030.0,6302.0,1232.0
2007-07-23,0.0,2305210.0,8980.0,2150.0
2007-07-24,0.0,2290632.0,8913.0,1708.0
2007-07-25,0.0,2277626.0,8167.0,1742.0
2007-07-26,0.0,2264325.0,8611.0,2109.0
2007-07-27,0.0,2249124.0,9840.0,2186.0
2007-07-28,0.0,2231817.0,10146.0,1716.0
2007-07-29,0.0,2218029.0,8886.0,2024.0
2007-07-30,0.0,2204973.0,9184.0,2631.0
2007-07-31,0.0,2194341.0,7275.0,2221.0
2007-08-01,0.0,2186786.0,5125.0,1531.0
2007-08-02,0.0,2175655.0,8190.0,2119.0
2007-08-03,0.0,2160764.0,8783.0,1987.0
2007-08-04,0.0,2151062.0,7490.0,2892.0
2007-08-05,0.0,2142058.0,5818.0,1346.0
2007-08-06,0.0,2126668.0,8275.0,656.0
2007-08-07,0.0,2112345.0,9105.0,2039.0
2007-08-08,0.0,2100936.0,8282.0,2637.0
2007-08-09,0.0,2087064.0,8126.0,1197.0
2007-08-10,0.0,2074342.0,8647.0,2364.0
2007-08-11,0.0,2060811.0,8168.0,1878.0
2007-08-12,0.0,2047128.0,8170.0,1084.0
2007-08-13,0.0,2032761.0,9484.0,2370.0
2007-08-14,0.0,2018254.0,8855.0,1197.0
2007-08-15,0.0,2002446.0,9111.0,1678.0
2007-08-16,0.0,1987358.0,9106.0,1692.0
2007-08-17,0.0,1974236.0,8525.0,2039.0
2007-08-18,0.0,1963680.0,6433.0,1289.0
2007-08-19,0.0,1954308.0,6233.0,1580.0
2007-08-20,0.0,1938036.0,9814.0,1885.0
2007-08-21,0.0,1926899.0,7103.0,1504.0
2007-08-22,0.0,1919295.0,6559.0,2823.0
2007-08-23,0.0,1906807.0,7572.0,1344.0
2007-08-24,0.0,1894073.0,7852.0,1577.0
2007-08-25,0.0,1886462.0,5789.0,2084.0
2007-08-26,0.0,1882109.0,3760.0,1772.0
2007-08-27,0.0,1870504.0,7571.0,1841.0
2007-08-28,0.0,1855740.0,8187.0,756.0
2007-08-29,0.0,1845744.0,6378.0,1547.0
2007-08-30,0.0,1834000.0,7637.0,1858.0
2007-08-31,0.0,1823397.0,6913.0,1672.0
2007-09-01,0.0,1812148.0,7119.0,1681.0
